NO_OF_SAMPLES	23292
FREQUENCY	1200
TIME_STAMP	2024-02-21, 11:05:44.077	92468.31079140
FIRST_SAMPLE	709
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11053M
FORCE_PLATE_CORNER_POSX_POSY_X	351.319015
FORCE_PLATE_CORNER_POSX_POSY_Y	1293.870807
FORCE_PLATE_CORNER_POSX_POSY_Z	-4.921500
FORCE_PLATE_CORNER_NEGX_POSY_X	745.392680
FORCE_PLATE_CORNER_NEGX_POSY_Y	1294.939160
FORCE_PLATE_CORNER_NEGX_POSY_Z	-5.059400
FORCE_PLATE_CORNER_NEGX_NEGY_X	747.002602
FORCE_PLATE_CORNER_NEGX_NEGY_Y	701.130629
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-4.356100
FORCE_PLATE_CORNER_POSX_NEGY_X	352.928996
FORCE_PLATE_CORNER_POSX_NEGY_Y	700.062335
FORCE_PLATE_CORNER_POSX_NEGY_Z	-4.218200
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
709	0.59000	-1.503845	1.902954	-6.166748	-0.118771	0.086567	0.057278	0.000000	0.000000	0.000000	
710	0.59083	-1.419800	1.361511	-3.986450	-0.053118	0.053913	0.112675	0.000000	0.000000	0.000000	
711	0.59167	-1.504395	1.812866	-6.166016	-0.071224	0.121609	0.057278	0.000000	0.000000	0.000000	
712	0.59250	-0.878448	1.718506	-6.171875	-0.332962	0.179741	0.113163	0.000000	0.000000	0.000000	
713	0.59333	-1.236633	1.810852	-5.443359	-0.070606	0.061092	0.075741	0.000000	0.000000	0.000000	
714	0.59417	-1.240356	1.270508	-5.076172	0.170639	0.236198	0.075661	0.000000	0.000000	0.000000	
715	0.59500	-1.151001	1.179932	-5.439209	0.041098	-0.005472	-0.054663	0.000000	0.000000	0.000000	
716	0.59583	-1.241028	1.270264	-4.350586	-0.226868	0.060709	-0.036278	0.000000	0.000000	0.000000	
717	0.59667	-1.777588	1.184204	-5.432617	0.173477	-0.028551	-0.017405	0.000000	0.000000	0.000000	
718	0.59750	-0.974365	0.908356	-4.713379	-0.081047	0.105919	0.094208	0.000000	0.000000	0.000000	
719	0.59833	-0.881592	1.268250	-5.805664	-0.183472	0.284775	0.113079	0.000000	0.000000	0.000000	
720	0.59917	-1.238770	1.180969	-7.252441	-0.358200	0.097214	0.057524	0.000000	0.000000	0.000000	
721	0.60000	-1.240356	1.090637	-6.163330	-0.177231	0.026649	0.113163	0.000000	0.000000	0.000000	
722	0.60083	-1.507385	1.452515	-5.437500	-0.190132	0.156387	0.113003	0.000000	0.000000	0.000000	
723	0.60167	-1.238586	1.720520	-3.991211	-0.375900	-0.114742	0.075413	0.000000	0.000000	0.000000	
724	0.60250	-1.596680	1.363281	-6.161621	0.077988	0.048405	0.075909	0.000000	0.000000	0.000000	
725	0.60333	-1.597412	1.363037	-5.436035	-0.452209	-0.022010	0.112999	0.000000	0.000000	0.000000	
726	0.60417	-1.598633	1.272827	-4.709717	-0.050375	-0.022345	0.075581	0.000000	0.000000	0.000000	
727	0.60500	-0.786743	1.898315	-7.262939	-0.207626	0.043427	0.113411	0.000000	0.000000	0.000000	
728	0.60583	-1.149170	1.360229	-6.166260	-0.010252	0.099911	0.113163	0.000000	0.000000	0.000000	
729	0.60667	-1.331299	1.090942	-4.710938	0.000605	0.057650	0.075581	0.000000	0.000000	0.000000	
730	0.60750	-1.062439	1.089172	-5.076660	-0.397552	-0.072384	0.057034	0.000000	0.000000	0.000000	
731	0.60833	-1.328491	1.541138	-4.714600	-0.104427	0.022491	0.094208	0.000000	0.000000	0.000000	
732	0.60917	-1.149780	1.090332	-7.252930	-0.133713	0.100540	0.038891	0.000000	0.000000	0.000000	
733	0.61000	-1.328369	1.271423	-6.526611	-0.051487	-0.011549	0.020101	0.000000	0.000000	0.000000	
734	0.61083	-0.883057	1.088013	-5.441406	-0.132362	0.144547	0.057116	0.000000	0.000000	0.000000	
735	0.61167	-0.789490	1.627930	-6.172363	-0.196938	-0.027086	0.075909	0.000000	0.000000	0.000000	
736	0.61250	-1.061340	1.089417	-6.165283	0.132393	-0.001786	0.020019	0.000000	0.000000	0.000000	
737	0.61333	-1.238098	1.450806	-6.166016	-0.146286	0.026541	0.131790	0.000000	0.000000	0.000000	
738	0.61417	-1.330017	1.181152	-5.437256	-0.135887	0.057989	0.075741	0.000000	0.000000	0.000000	
739	0.61500	-1.778320	1.004150	-5.793945	0.135643	-0.028316	0.019935	0.000000	0.000000	0.000000	
740	0.61583	-1.236389	1.451294	-7.980469	-0.147522	0.097496	0.113575	0.000000	0.000000	0.000000	
741	0.61667	-1.419678	1.271606	-4.711670	0.082371	-0.050779	0.112835	0.000000	0.000000	0.000000	
