NO_OF_FRAMES	5870
NO_OF_CAMERAS	30
NO_OF_MARKERS	1
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-02-21, 11:03:28.956	92333.18845110
DATA_INCLUDED	3D
MARKER_NAMES	COM
TRAJECTORY_TYPES	Measured
Frame	Time	COM X	COM Y	COM Z	
176	0.58333	510.976	1533.108	899.501
177	0.58667	510.905	1533.130	899.597
178	0.59000	510.955	1533.148	899.577
179	0.59333	510.973	1533.204	899.689
180	0.59667	510.970	1533.154	899.615
181	0.60000	511.016	1533.176	899.606
182	0.60333	511.025	1533.243	899.640
183	0.60667	510.987	1533.277	899.615
184	0.61000	510.966	1533.149	899.487
185	0.61333	511.069	1533.218	899.479
186	0.61667	511.021	1533.231	899.480
187	0.62000	511.069	1533.325	899.283
188	0.62333	511.099	1533.324	899.302
189	0.62667	511.134	1533.295	899.262
190	0.63000	511.161	1533.304	899.270
191	0.63333	511.125	1533.298	899.205
192	0.63667	511.186	1533.305	899.202
193	0.64000	511.158	1533.264	899.174
194	0.64333	511.257	1533.305	899.124
195	0.64667	511.223	1533.303	899.205
196	0.65000	511.299	1533.315	899.105
197	0.65333	511.213	1533.266	899.300
198	0.65667	511.238	1533.280	899.247
199	0.66000	511.172	1533.251	899.379
200	0.66333	511.191	1533.300	899.357
201	0.66667	511.105	1533.178	899.442
202	0.67000	511.018	1533.182	899.531
203	0.67333	510.974	1533.203	899.522
204	0.67667	510.971	1533.200	899.606
205	0.68000	510.991	1533.247	899.612
206	0.68333	510.910	1533.215	899.706
207	0.68667	510.944	1533.245	899.639
208	0.69000	510.842	1533.214	899.619
209	0.69333	510.916	1533.320	899.617
210	0.69667	510.800	1533.226	899.533
211	0.70000	510.776	1533.221	899.442
212	0.70333	510.779	1533.234	899.559
213	0.70667	510.769	1533.271	899.360
214	0.71000	510.775	1533.276	899.367
215	0.71333	510.830	1533.332	899.410
216	0.71667	510.728	1533.221	899.358
217	0.72000	510.788	1533.267	899.316
218	0.72333	510.738	1533.252	899.353
219	0.72667	510.724	1533.233	899.371
220	0.73000	510.700	1533.193	899.434
221	0.73333	510.757	1533.267	899.315
222	0.73667	510.722	1533.196	899.475
223	0.74000	510.762	1533.233	899.403
224	0.74333	510.730	1533.283	899.530
225	0.74667	510.772	1533.282	899.463
226	0.75000	510.787	1533.286	899.434
227	0.75333	510.729	1533.226	899.504
228	0.75667	510.740	1533.248	899.578
229	0.76000	510.777	1533.302	899.489
230	0.76333	510.727	1533.229	899.588
231	0.76667	510.794	1533.289	899.359
232	0.77000	510.841	1533.255	899.306
233	0.77333	510.869	1533.249	899.395
234	0.77667	510.803	1533.208	899.340
235	0.78000	510.912	1533.344	899.319
236	0.78333	510.849	1533.304	899.245
237	0.78667	510.835	1533.287	899.316
238	0.79000	510.826	1533.266	899.238
239	0.79333	510.743	1533.223	899.374
240	0.79667	510.764	1533.237	899.360
241	0.80000	510.678	1533.217	899.488
242	0.80333	510.658	1533.201	899.384
243	0.80667	510.659	1533.190	899.345
244	0.81000	510.617	1533.179	899.454
245	0.81333	510.579	1533.152	899.459
246	0.81667	510.535	1533.115	899.522
247	0.82000	510.491	1533.106	899.572
248	0.82333	510.499	1533.092	899.560
249	0.82667	510.512	1533.114	899.504
250	0.83000	510.429	1533.053	899.499
251	0.83333	510.461	1533.095	899.450
252	0.83667	510.440	1533.055	899.362
253	0.84000	510.410	1533.070	899.378
254	0.84333	510.426	1533.041	899.285
255	0.84667	510.393	1533.023	899.296
256	0.85000	510.358	1533.023	899.234
257	0.85333	510.427	1533.004	899.081
258	0.85667	510.392	1533.005	899.135
259	0.86000	510.302	1532.984	899.146
260	0.86333	510.372	1533.067	899.126
261	0.86667	510.280	1533.018	899.235
262	0.87000	510.183	1532.963	899.248
263	0.87333	510.174	1533.043	899.246
264	0.87667	510.133	1532.987	899.289
265	0.88000	510.101	1533.010	899.336
266	0.88333	510.041	1533.035	899.459
267	0.88667	509.971	1532.993	899.442
268	0.89000	509.922	1532.997	899.472
269	0.89333	509.827	1532.974	899.470
270	0.89667	509.862	1533.040	899.295
271	0.90000	509.757	1533.000	899.438
272	0.90333	509.737	1532.984	899.356
273	0.90667	509.726	1532.991	899.339
274	0.91000	509.743	1532.948	899.299
275	0.91333	509.723	1532.982	899.225
276	0.91667	509.674	1532.913	899.226
277	0.92000	509.783	1532.988	899.073
278	0.92333	509.679	1532.917	899.187
279	0.92667	509.730	1532.957	899.152
280	0.93000	509.685	1532.896	899.126
281	0.93333	509.680	1532.909	899.125
282	0.93667	509.706	1532.913	899.156
283	0.94000	509.651	1532.847	899.168
284	0.94333	509.732	1532.949	899.163
285	0.94667	509.712	1532.877	899.193
286	0.95000	509.740	1532.930	899.094
287	0.95333	509.749	1532.897	899.148
288	0.95667	509.625	1532.875	899.201
289	0.96000	509.756	1532.970	899.090
290	0.96333	509.723	1532.945	899.048
291	0.96667	509.704	1532.930	898.964
292	0.97000	509.713	1532.904	898.927
293	0.97333	509.725	1532.921	898.866
294	0.97667	509.700	1532.852	898.764
295	0.98000	509.672	1532.863	898.822
296	0.98333	509.742	1532.901	898.694
297	0.98667	509.762	1532.898	898.674
298	0.99000	509.723	1532.841	898.672
299	0.99333	509.698	1532.798	898.670
300	0.99667	509.734	1532.801	898.675
301	1.00000	509.689	1532.792	898.620
302	1.00333	509.703	1532.763	898.671
303	1.00667	509.613	1532.741	898.729
304	1.01000	509.655	1532.703	898.695
305	1.01333	509.689	1532.741	898.674
306	1.01667	509.548	1532.606	898.756
307	1.02000	509.519	1532.600	898.927
308	1.02333	509.529	1532.603	898.936
309	1.02667	509.500	1532.581	898.947
310	1.03000	509.459	1532.530	898.885
311	1.03333	509.449	1532.533	898.948
312	1.03667	509.393	1532.507	898.952
313	1.04000	509.414	1532.473	898.867
314	1.04333	509.311	1532.439	898.927
315	1.04667	509.369	1532.423	898.779
316	1.05000	509.390	1532.419	898.667
317	1.05333	509.370	1532.399	898.615
318	1.05667	509.306	1532.303	898.666
319	1.06000	509.353	1532.286	898.549
320	1.06333	509.361	1532.338	898.474
321	1.06667	509.355	1532.274	898.503
322	1.07000	509.365	1532.263	898.371
323	1.07333	509.396	1532.279	898.458
324	1.07667	509.404	1532.281	898.457
325	1.08000	509.326	1532.181	898.475
326	1.08333	509.299	1532.150	898.476
327	1.08667	509.312	1532.116	898.415
328	1.09000	509.247	1532.054	898.499
329	1.09333	509.294	1532.097	898.482
330	1.09667	509.263	1532.111	898.481
331	1.10000	509.238	1532.059	898.415
332	1.10333	509.200	1532.027	898.448
333	1.10667	509.162	1531.966	898.389
334	1.11000	509.126	1531.904	898.310
335	1.11333	509.125	1531.884	898.345
336	1.11667	509.144	1531.915	898.232
337	1.12000	509.086	1531.871	898.214
338	1.12333	509.098	1531.912	898.219
339	1.12667	509.038	1531.805	898.168
340	1.13000	509.022	1531.808	898.126
341	1.13333	508.952	1531.790	898.140
342	1.13667	508.910	1531.769	898.147
343	1.14000	508.834	1531.724	898.231
344	1.14333	508.796	1531.659	898.161
345	1.14667	508.774	1531.685	898.211
346	1.15000	508.759	1531.640	898.251
347	1.15333	508.671	1531.586	898.351
348	1.15667	508.597	1531.529	898.406
349	1.16000	508.612	1531.586	898.360
350	1.16333	508.589	1531.550	898.442
351	1.16667	508.534	1531.513	898.521
352	1.17000	508.502	1531.449	898.546
353	1.17333	508.461	1531.458	898.584
354	1.17667	508.450	1531.345	898.647
355	1.18000	508.448	1531.327	898.621
356	1.18333	508.432	1531.273	898.584
357	1.18667	508.433	1531.214	898.551
358	1.19000	508.452	1531.172	898.547
359	1.19333	508.547	1531.254	898.433
360	1.19667	508.439	1531.006	898.381
361	1.20000	508.442	1531.026	898.349
362	1.20333	508.463	1530.984	898.323
363	1.20667	508.455	1530.904	898.235
364	1.21000	508.547	1530.983	898.198
365	1.21333	508.552	1530.909	898.140
366	1.21667	508.516	1530.822	898.135
367	1.22000	508.542	1530.778	898.128
368	1.22333	508.522	1530.746	898.080
369	1.22667	508.502	1530.670	898.136
370	1.23000	508.534	1530.659	898.048
371	1.23333	508.577	1530.639	897.971
372	1.23667	508.515	1530.517	898.044
373	1.24000	508.540	1530.554	897.992
374	1.24333	508.495	1530.368	898.026
375	1.24667	508.530	1530.382	897.968
376	1.25000	508.607	1530.313	897.872
377	1.25333	508.553	1530.200	897.833
378	1.25667	508.581	1530.143	897.812
379	1.26000	508.585	1530.065	897.784
380	1.26333	508.619	1530.080	897.720
381	1.26667	508.587	1529.954	897.780
382	1.27000	508.631	1529.898	897.668
383	1.27333	508.571	1529.836	897.648
384	1.27667	508.665	1529.822	897.627
385	1.28000	508.605	1529.647	897.575
386	1.28333	508.611	1529.707	897.589
387	1.28667	508.634	1529.664	897.598
388	1.29000	508.585	1529.616	897.602
389	1.29333	508.563	1529.479	897.648
390	1.29667	508.455	1529.399	897.735
391	1.30000	508.476	1529.368	897.829
392	1.30333	508.434	1529.257	897.791
393	1.30667	508.468	1529.277	897.763
394	1.31000	508.474	1529.249	897.858
395	1.31333	508.438	1529.259	897.881
396	1.31667	508.434	1529.178	897.952
397	1.32000	508.412	1529.178	897.928
398	1.32333	508.414	1529.156	897.921
399	1.32667	508.366	1529.095	897.943
400	1.33000	508.401	1529.064	897.782
401	1.33333	508.375	1529.018	897.880
402	1.33667	508.361	1528.987	897.821
403	1.34000	508.336	1528.882	897.837
404	1.34333	508.352	1528.838	897.780
405	1.34667	508.382	1528.814	897.730
406	1.35000	508.412	1528.732	897.713
407	1.35333	508.384	1528.678	897.682
408	1.35667	508.437	1528.738	897.706
409	1.36000	508.430	1528.625	897.578
410	1.36333	508.337	1528.599	897.706
411	1.36667	508.334	1528.628	897.754
412	1.37000	508.297	1528.527	897.838
413	1.37333	508.346	1528.578	897.888
414	1.37667	508.292	1528.535	898.002
415	1.38000	508.268	1528.447	898.004
416	1.38333	508.273	1528.397	898.117
417	1.38667	508.238	1528.371	898.167
418	1.39000	508.256	1528.405	898.054
419	1.39333	508.195	1528.336	898.154
420	1.39667	508.227	1528.301	898.096
421	1.40000	508.217	1528.268	898.042
422	1.40333	508.215	1528.218	898.013
423	1.40667	508.230	1528.190	897.970
424	1.41000	508.252	1528.200	898.005
425	1.41333	508.260	1528.143	897.899
426	1.41667	508.256	1528.134	897.731
427	1.42000	508.216	1528.117	897.780
428	1.42333	508.152	1527.952	897.859
429	1.42667	508.249	1528.087	897.788
430	1.43000	508.148	1527.985	897.933
431	1.43333	508.167	1527.975	897.927
432	1.43667	508.115	1527.981	897.984
433	1.44000	508.030	1527.878	898.145
434	1.44333	508.069	1527.967	898.157
435	1.44667	508.003	1527.908	898.178
436	1.45000	507.958	1527.867	898.361
437	1.45333	507.944	1527.897	898.313
438	1.45667	507.944	1527.878	898.358
439	1.46000	507.938	1527.899	898.312
440	1.46333	507.915	1527.846	898.345
441	1.46667	507.860	1527.845	898.187
442	1.47000	507.892	1527.851	898.156
443	1.47333	507.829	1527.837	898.154
444	1.47667	507.873	1527.827	897.964
445	1.48000	507.800	1527.764	897.935
446	1.48333	507.845	1527.766	897.850
447	1.48667	507.817	1527.757	897.838
448	1.49000	507.785	1527.716	897.804
449	1.49333	507.819	1527.730	897.733
450	1.49667	507.872	1527.783	897.673
451	1.50000	507.826	1527.704	897.711
452	1.50333	507.825	1527.724	897.805
453	1.50667	507.798	1527.679	897.911
454	1.51000	507.862	1527.706	897.940
455	1.51333	507.841	1527.677	897.981
456	1.51667	507.893	1527.657	897.904
457	1.52000	507.874	1527.627	897.990
458	1.52333	507.927	1527.584	897.959
459	1.52667	507.975	1527.583	898.025
460	1.53000	508.036	1527.581	897.928
461	1.53333	508.044	1527.524	897.933
462	1.53667	508.130	1527.467	897.751
463	1.54000	508.159	1527.421	897.745
464	1.54333	508.282	1527.506	897.620
465	1.54667	508.315	1527.449	897.533
466	1.55000	508.381	1527.426	897.464
467	1.55333	508.401	1527.416	897.456
468	1.55667	508.476	1527.410	897.387
469	1.56000	508.524	1527.392	897.312
470	1.56333	508.477	1527.349	897.327
471	1.56667	508.518	1527.343	897.361
472	1.57000	508.610	1527.397	897.304
473	1.57333	508.605	1527.358	897.315
474	1.57667	508.589	1527.321	897.441
475	1.58000	508.592	1527.245	897.368
476	1.58333	508.572	1527.275	897.501
477	1.58667	508.670	1527.301	897.455
478	1.59000	508.636	1527.270	897.472
479	1.59333	508.664	1527.293	897.423
480	1.59667	508.704	1527.252	897.408
481	1.60000	508.707	1527.195	897.408
482	1.60333	508.800	1527.289	897.318
483	1.60667	508.799	1527.251	897.285
484	1.61000	508.826	1527.200	897.221
485	1.61333	508.875	1527.188	897.227
486	1.61667	508.934	1527.237	897.149
487	1.62000	508.900	1527.169	897.096
488	1.62333	508.968	1527.124	897.125
489	1.62667	508.929	1527.106	897.130
490	1.63000	508.986	1527.105	897.102
491	1.63333	509.004	1527.074	897.189
492	1.63667	509.050	1527.107	897.257
493	1.64000	509.095	1527.108	897.272
494	1.64333	509.074	1527.109	897.386
495	1.64667	509.072	1527.044	897.457
496	1.65000	509.106	1527.090	897.526
497	1.65333	509.115	1527.041	897.690
498	1.65667	509.194	1527.057	897.700
499	1.66000	509.102	1526.928	897.782
500	1.66333	509.136	1527.035	897.889
501	1.66667	509.228	1527.025	897.883
502	1.67000	509.228	1526.965	897.920
503	1.67333	509.300	1527.000	897.874
504	1.67667	509.260	1526.938	897.909
505	1.68000	509.265	1526.835	897.832
506	1.68333	509.345	1526.896	897.823
507	1.68667	509.351	1526.857	897.751
508	1.69000	509.364	1526.829	897.751
509	1.69333	509.409	1526.888	897.583
510	1.69667	509.431	1526.909	897.586
511	1.70000	509.348	1526.804	897.614
512	1.70333	509.404	1526.862	897.541
513	1.70667	509.378	1526.850	897.628
514	1.71000	509.361	1526.850	897.596
515	1.71333	509.382	1526.842	897.584
516	1.71667	509.344	1526.805	897.603
517	1.72000	509.338	1526.810	897.685
518	1.72333	509.296	1526.752	897.675
519	1.72667	509.374	1526.838	897.633
520	1.73000	509.341	1526.805	897.616
521	1.73333	509.323	1526.770	897.692
522	1.73667	509.313	1526.716	897.716
523	1.74000	509.493	1526.896	897.687
524	1.74333	509.391	1526.720	897.774
525	1.74667	509.416	1526.729	897.682
526	1.75000	509.440	1526.669	897.671
527	1.75333	509.437	1526.679	897.705
528	1.75667	509.477	1526.660	897.745
529	1.76000	509.496	1526.603	897.741
530	1.76333	509.513	1526.624	897.709
531	1.76667	509.597	1526.663	897.644
532	1.77000	509.602	1526.640	897.648
533	1.77333	509.575	1526.581	897.723
534	1.77667	509.628	1526.596	897.831
535	1.78000	509.622	1526.535	897.847
536	1.78333	509.643	1526.554	897.812
537	1.78667	509.649	1526.519	898.028
538	1.79000	509.590	1526.455	898.000
539	1.79333	509.630	1526.480	898.161
540	1.79667	509.578	1526.519	898.224
541	1.80000	509.625	1526.540	898.313
542	1.80333	509.622	1526.516	898.330
543	1.80667	509.580	1526.444	898.255
544	1.81000	509.602	1526.444	898.434
545	1.81333	509.603	1526.440	898.368
546	1.81667	509.609	1526.376	898.289
547	1.82000	509.609	1526.357	898.258
548	1.82333	509.653	1526.335	898.143
549	1.82667	509.696	1526.411	898.070
550	1.83000	509.723	1526.336	897.946
551	1.83333	509.735	1526.256	897.945
552	1.83667	509.786	1526.285	897.825
553	1.84000	509.765	1526.223	897.728
554	1.84333	509.832	1526.230	897.695
555	1.84667	509.859	1526.160	897.618
556	1.85000	509.838	1526.094	897.510
557	1.85333	509.917	1526.135	897.552
558	1.85667	509.936	1526.159	897.474
559	1.86000	509.917	1526.034	897.473
560	1.86333	509.947	1526.057	897.473
561	1.86667	509.941	1526.059	897.440
562	1.87000	509.988	1526.120	897.442
563	1.87333	509.989	1526.057	897.432
564	1.87667	509.996	1526.034	897.351
565	1.88000	510.049	1526.064	897.377
566	1.88333	510.081	1526.020	897.373
567	1.88667	510.035	1525.900	897.305
568	1.89000	510.160	1525.961	897.280
569	1.89333	510.138	1525.901	897.266
570	1.89667	510.228	1525.899	897.186
571	1.90000	510.219	1525.850	897.188
572	1.90333	510.286	1525.876	897.154
573	1.90667	510.336	1525.802	897.047
574	1.91000	510.381	1525.783	897.016
575	1.91333	510.389	1525.732	896.969
576	1.91667	510.439	1525.754	896.944
577	1.92000	510.432	1525.699	897.006
578	1.92333	510.514	1525.726	897.066
579	1.92667	510.509	1525.726	897.039
580	1.93000	510.517	1525.705	897.103
581	1.93333	510.572	1525.711	897.171
582	1.93667	510.554	1525.665	897.287
583	1.94000	510.565	1525.675	897.310
584	1.94333	510.561	1525.654	897.300
585	1.94667	510.538	1525.575	897.499
586	1.95000	510.544	1525.551	897.528
587	1.95333	510.635	1525.533	897.428
588	1.95667	510.648	1525.509	897.498
589	1.96000	510.666	1525.501	897.475
590	1.96333	510.712	1525.470	897.481
591	1.96667	510.745	1525.463	897.428
592	1.97000	510.826	1525.472	897.397
593	1.97333	510.790	1525.393	897.425
594	1.97667	510.832	1525.309	897.372
595	1.98000	510.912	1525.365	897.300
596	1.98333	510.874	1525.302	897.317
597	1.98667	510.960	1525.296	897.312
598	1.99000	510.921	1525.286	897.357
599	1.99333	510.917	1525.224	897.306
600	1.99667	510.915	1525.180	897.400
601	2.00000	510.874	1525.205	897.482
602	2.00333	510.828	1525.130	897.548
603	2.00667	510.841	1525.155	897.544
604	2.01000	510.795	1525.098	897.622
605	2.01333	510.804	1525.090	897.601
606	2.01667	510.732	1524.961	897.705
607	2.02000	510.674	1524.904	897.698
608	2.02333	510.635	1524.869	897.780
609	2.02667	510.614	1524.840	897.740
610	2.03000	510.696	1524.901	897.781
611	2.03333	510.687	1524.849	897.722
612	2.03667	510.716	1524.835	897.682
613	2.04000	510.646	1524.733	897.761
614	2.04333	510.701	1524.754	897.669
615	2.04667	510.689	1524.745	897.746
616	2.05000	510.686	1524.656	897.700
617	2.05333	510.682	1524.537	897.743
618	2.05667	510.764	1524.642	897.793
619	2.06000	510.797	1524.656	897.807
620	2.06333	510.735	1524.545	897.837
621	2.06667	510.733	1524.489	897.895
622	2.07000	510.733	1524.545	897.911
623	2.07333	510.743	1524.545	897.962
624	2.07667	510.705	1524.542	898.038
625	2.08000	510.705	1524.514	898.139
626	2.08333	510.619	1524.423	898.105
627	2.08667	510.733	1524.535	898.054
628	2.09000	510.724	1524.567	898.128
629	2.09333	510.669	1524.468	898.202
630	2.09667	510.710	1524.535	898.199
631	2.10000	510.718	1524.438	898.064
632	2.10333	510.707	1524.408	898.019
633	2.10667	510.795	1524.408	898.032
634	2.11000	510.810	1524.401	897.952
635	2.11333	510.866	1524.366	897.862
636	2.11667	510.918	1524.349	897.887
637	2.12000	510.963	1524.258	897.763
638	2.12333	511.023	1524.268	897.782
639	2.12667	511.117	1524.321	897.730
640	2.13000	511.087	1524.153	897.727
641	2.13333	511.176	1524.254	897.703
642	2.13667	511.155	1524.174	897.699
643	2.14000	511.174	1524.173	897.748
644	2.14333	511.197	1524.131	897.765
645	2.14667	511.172	1524.143	897.760
646	2.15000	511.225	1524.164	897.753
647	2.15333	511.198	1524.157	897.759
648	2.15667	511.177	1524.168	897.722
649	2.16000	511.172	1524.168	897.652
650	2.16333	511.145	1524.104	897.635
651	2.16667	511.137	1524.126	897.632
652	2.17000	511.133	1524.158	897.575
653	2.17333	511.106	1524.148	897.530
654	2.17667	511.060	1524.125	897.468
655	2.18000	511.019	1524.035	897.472
656	2.18333	510.977	1524.045	897.390
657	2.18667	510.994	1524.035	897.354
658	2.19000	510.974	1524.049	897.308
659	2.19333	510.961	1524.050	897.367
660	2.19667	510.994	1524.027	897.284
661	2.20000	510.959	1524.022	897.243
662	2.20333	510.928	1524.018	897.273
663	2.20667	510.906	1523.975	897.354
664	2.21000	510.884	1523.982	897.341
665	2.21333	510.841	1523.940	897.413
666	2.21667	510.770	1523.919	897.438
667	2.22000	510.786	1523.953	897.504
668	2.22333	510.784	1523.914	897.504
669	2.22667	510.766	1523.982	897.500
670	2.23000	510.746	1523.951	897.517
671	2.23333	510.738	1523.942	897.557
672	2.23667	510.718	1523.924	897.521
673	2.24000	510.739	1523.960	897.505
674	2.24333	510.794	1523.988	897.388
675	2.24667	510.767	1523.915	897.387
676	2.25000	510.776	1523.903	897.322
677	2.25333	510.764	1523.921	897.332
678	2.25667	510.872	1523.898	897.272
679	2.26000	510.907	1523.885	897.233
680	2.26333	510.960	1523.857	897.176
681	2.26667	511.052	1523.869	897.079
682	2.27000	511.071	1523.860	897.076
683	2.27333	511.158	1523.870	897.163
684	2.27667	511.205	1523.824	897.112
685	2.28000	511.277	1523.844	897.124
686	2.28333	511.277	1523.857	897.171
687	2.28667	511.273	1523.791	897.239
688	2.29000	511.297	1523.824	897.305
689	2.29333	511.352	1523.806	897.266
690	2.29667	511.308	1523.735	897.330
691	2.30000	511.395	1523.858	897.346
692	2.30333	511.391	1523.847	897.340
693	2.30667	511.340	1523.782	897.391
694	2.31000	511.384	1523.821	897.334
695	2.31333	511.345	1523.826	897.316
696	2.31667	511.334	1523.769	897.248
697	2.32000	511.363	1523.749	897.259
698	2.32333	511.422	1523.816	897.157
699	2.32667	511.315	1523.695	897.150
700	2.33000	511.349	1523.688	897.035
701	2.33333	511.364	1523.704	896.932
702	2.33667	511.349	1523.659	896.956
703	2.34000	511.305	1523.580	897.016
704	2.34333	511.309	1523.594	896.966
705	2.34667	511.374	1523.689	896.974
706	2.35000	511.369	1523.596	896.946
707	2.35333	511.318	1523.550	897.039
708	2.35667	511.341	1523.602	897.060
709	2.36000	511.299	1523.529	897.200
710	2.36333	511.328	1523.571	897.156
711	2.36667	511.346	1523.543	897.242
712	2.37000	511.293	1523.482	897.269
713	2.37333	511.348	1523.501	897.337
714	2.37667	511.368	1523.495	897.289
715	2.38000	511.399	1523.483	897.297
716	2.38333	511.328	1523.430	897.256
717	2.38667	511.422	1523.451	897.178
718	2.39000	511.410	1523.469	897.210
719	2.39333	511.388	1523.388	897.171
720	2.39667	511.457	1523.437	896.983
721	2.40000	511.512	1523.429	896.911
722	2.40333	511.529	1523.398	896.896
723	2.40667	511.553	1523.371	896.882
724	2.41000	511.542	1523.243	896.891
725	2.41333	511.593	1523.294	896.863
726	2.41667	511.656	1523.323	896.966
727	2.42000	511.635	1523.286	896.976
728	2.42333	511.669	1523.300	897.025
729	2.42667	511.649	1523.249	897.135
730	2.43000	511.695	1523.252	897.117
731	2.43333	511.670	1523.205	897.245
732	2.43667	511.680	1523.183	897.328
733	2.44000	511.761	1523.258	897.322
734	2.44333	511.751	1523.196	897.319
735	2.44667	511.749	1523.145	897.316
736	2.45000	511.719	1523.045	897.431
737	2.45333	511.775	1523.090	897.363
738	2.45667	511.789	1523.073	897.327
739	2.46000	511.877	1523.070	897.306
740	2.46333	511.895	1523.083	897.181
741	2.46667	511.915	1523.056	897.155
742	2.47000	511.904	1522.969	897.162
743	2.47333	511.931	1522.982	897.136
744	2.47667	511.979	1522.927	897.086
745	2.48000	512.005	1522.942	897.147
746	2.48333	511.980	1522.901	897.172
747	2.48667	512.051	1522.913	897.170
748	2.49000	512.034	1522.931	897.207
749	2.49333	512.060	1522.884	897.292
750	2.49667	512.048	1522.780	897.256
751	2.50000	512.052	1522.758	897.359
752	2.50333	511.997	1522.706	897.408
753	2.50667	512.076	1522.768	897.367
754	2.51000	512.069	1522.737	897.394
755	2.51333	512.061	1522.687	897.328
756	2.51667	512.050	1522.648	897.372
757	2.52000	512.129	1522.657	897.275
758	2.52333	512.152	1522.707	897.266
759	2.52667	512.116	1522.549	897.099
760	2.53000	512.147	1522.525	897.078
761	2.53333	512.195	1522.517	896.958
762	2.53667	512.242	1522.461	896.807
763	2.54000	512.316	1522.480	896.704
764	2.54333	512.287	1522.450	896.799
765	2.54667	512.366	1522.509	896.627
766	2.55000	512.379	1522.357	896.598
767	2.55333	512.414	1522.362	896.535
768	2.55667	512.425	1522.332	896.490
769	2.56000	512.522	1522.318	896.469
770	2.56333	512.562	1522.305	896.448
771	2.56667	512.540	1522.253	896.540
772	2.57000	512.574	1522.235	896.513
773	2.57333	512.604	1522.163	896.506
774	2.57667	512.620	1522.140	896.557
775	2.58000	512.690	1522.172	896.450
776	2.58333	512.654	1522.064	896.477
777	2.58667	512.777	1522.141	896.407
778	2.59000	512.778	1522.054	896.366
779	2.59333	512.815	1522.062	896.383
780	2.59667	512.834	1521.961	896.320
781	2.60000	512.971	1522.047	896.339
782	2.60333	512.990	1521.949	896.307
783	2.60667	513.016	1521.944	896.223
784	2.61000	513.023	1521.917	896.178
785	2.61333	513.053	1521.831	896.265
786	2.61667	513.098	1521.837	896.258
787	2.62000	513.036	1521.733	896.278
788	2.62333	513.078	1521.731	896.297
789	2.62667	513.019	1521.693	896.416
790	2.63000	513.014	1521.620	896.503
791	2.63333	513.144	1521.696	896.456
792	2.63667	513.094	1521.629	896.629
793	2.64000	513.026	1521.582	896.682
794	2.64333	513.027	1521.532	896.773
795	2.64667	513.006	1521.518	896.787
796	2.65000	512.963	1521.448	896.872
797	2.65333	512.996	1521.429	896.798
798	2.65667	512.933	1521.305	896.857
799	2.66000	512.938	1521.342	896.943
800	2.66333	512.994	1521.332	896.853
801	2.66667	512.980	1521.296	896.871
802	2.67000	512.980	1521.176	896.780
803	2.67333	512.968	1521.180	896.787
804	2.67667	512.979	1521.151	896.792
805	2.68000	513.018	1521.080	896.761
806	2.68333	512.966	1521.000	896.731
807	2.68667	512.963	1521.006	896.746
808	2.69000	513.000	1521.013	896.674
809	2.69333	512.966	1520.989	896.687
810	2.69667	512.971	1520.933	896.644
