NO_OF_SAMPLES	23728
FREQUENCY	1200
TIME_STAMP	2024-02-21, 11:04:31.522	92395.75463480
FIRST_SAMPLE	273
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11054M
FORCE_PLATE_CORNER_POSX_POSY_X	352.549016
FORCE_PLATE_CORNER_POSX_POSY_Y	543.362796
FORCE_PLATE_CORNER_POSX_POSY_Z	-2.062500
FORCE_PLATE_CORNER_NEGX_POSY_X	749.105990
FORCE_PLATE_CORNER_NEGX_POSY_Y	544.287086
FORCE_PLATE_CORNER_NEGX_POSY_Z	-1.573700
FORCE_PLATE_CORNER_NEGX_NEGY_X	750.492156
FORCE_PLATE_CORNER_NEGX_NEGY_Y	-50.576698
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-1.149000
FORCE_PLATE_CORNER_POSX_NEGY_X	353.935093
FORCE_PLATE_CORNER_POSX_NEGY_Y	-51.500998
FORCE_PLATE_CORNER_POSX_NEGY_Z	-1.637900
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
273	0.22667	4.285645	10.783203	0.968445	-0.707947	-0.061487	1.506226	0.000000	0.000000	0.000000	
274	0.22750	3.922241	10.521484	1.680542	-0.744598	-0.003402	1.595642	0.000000	0.000000	0.000000	
275	0.22833	4.457520	10.069336	1.681335	-0.816406	0.123119	1.577698	0.000000	0.000000	0.000000	
276	0.22917	4.014160	10.788086	-0.447708	-0.709167	0.036362	1.524658	0.000000	0.000000	0.000000	
277	0.23000	4.191162	10.428711	1.325684	-0.785553	0.006458	1.577820	0.000000	0.000000	0.000000	
278	0.23083	4.459961	10.247070	2.034302	-0.823059	0.158768	1.631348	0.000000	0.000000	0.000000	
279	0.23167	4.411377	10.555176	3.083740	-0.691589	0.073608	1.535339	0.000000	0.000000	0.000000	
280	0.23250	4.501709	10.734375	2.377686	-0.654083	0.113396	1.588928	0.000000	0.000000	0.000000	
281	0.23333	4.191895	10.428223	2.034302	-0.740173	-0.029496	1.541687	0.000000	0.000000	0.000000	
282	0.23417	4.281250	10.427734	0.970947	-0.649261	-0.061594	1.560059	0.000000	0.000000	0.000000	
283	0.23500	4.281982	10.427246	2.033936	-0.513184	0.080891	1.613403	0.000000	0.000000	0.000000	
284	0.23583	4.278809	10.250000	0.972168	-0.733246	0.152618	1.577942	0.000000	0.000000	0.000000	
285	0.23667	4.013184	10.609863	1.325195	-0.838287	0.035711	1.541931	0.000000	0.000000	0.000000	
