NO_OF_SAMPLES	23480
FREQUENCY	1200
TIME_STAMP	2024-02-21, 11:03:28.956	92333.18845110
FIRST_SAMPLE	521
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11054M
FORCE_PLATE_CORNER_POSX_POSY_X	352.549016
FORCE_PLATE_CORNER_POSX_POSY_Y	543.362796
FORCE_PLATE_CORNER_POSX_POSY_Z	-2.062500
FORCE_PLATE_CORNER_NEGX_POSY_X	749.105990
FORCE_PLATE_CORNER_NEGX_POSY_Y	544.287086
FORCE_PLATE_CORNER_NEGX_POSY_Z	-1.573700
FORCE_PLATE_CORNER_NEGX_NEGY_X	750.492156
FORCE_PLATE_CORNER_NEGX_NEGY_Y	-50.576698
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-1.149000
FORCE_PLATE_CORNER_POSX_NEGY_X	353.935093
FORCE_PLATE_CORNER_POSX_NEGY_Y	-51.500998
FORCE_PLATE_CORNER_POSX_NEGY_Z	-1.637900
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
521	0.43333	4.501709	10.644531	3.082886	-0.958038	0.294662	1.660339	0.000000	0.000000	0.000000	
522	0.43417	5.004883	10.685059	-0.097042	-0.701904	0.214874	1.614258	0.000000	0.000000	0.000000	
523	0.43500	5.003662	10.596191	-0.096416	-0.879852	0.250549	1.775696	0.000000	0.000000	0.000000	
524	0.43583	4.676270	10.643066	2.377930	-0.870148	0.155716	1.624695	0.000000	0.000000	0.000000	
525	0.43667	4.555420	10.780273	0.258606	-0.933594	0.055658	1.649963	0.000000	0.000000	0.000000	
526	0.43750	4.372559	10.695312	-1.865967	-0.885895	0.192680	1.597046	0.000000	0.000000	0.000000	
527	0.43833	5.003418	10.506348	1.321533	-0.740387	0.107197	1.631653	0.000000	0.000000	0.000000	
528	0.43917	4.739014	10.954590	1.673889	-0.712769	0.133171	1.685242	0.000000	0.000000	0.000000	
529	0.44000	4.817383	10.244629	-1.864746	-0.958160	0.173119	1.668823	0.000000	0.000000	0.000000	
530	0.44083	4.827637	10.864746	0.965454	-0.890411	0.065205	1.613831	0.000000	0.000000	0.000000	
531	0.44167	4.549805	10.335938	0.261749	-0.690308	0.091228	1.632080	0.000000	0.000000	0.000000	
532	0.44250	5.010254	11.039551	0.963409	-0.987061	0.143204	1.667664	0.000000	0.000000	0.000000	
533	0.44333	4.588867	11.004883	-0.090122	-0.751068	0.152977	1.642761	0.000000	0.000000	0.000000	
534	0.44417	4.828369	10.863770	2.028442	-0.935638	-0.042278	1.703064	0.000000	0.000000	0.000000	
535	0.44500	4.372803	10.515137	1.678528	-0.924164	0.155708	1.649414	0.000000	0.000000	0.000000	
536	0.44583	4.550781	10.424316	0.261108	-0.874908	0.198387	1.703796	0.000000	0.000000	0.000000	
537	0.44667	4.375244	10.872559	-1.158569	-0.983154	0.085369	1.614685	0.000000	0.000000	0.000000	
538	0.44750	4.728271	10.155273	0.616547	-1.000061	-0.009563	1.596069	0.000000	0.000000	0.000000	
539	0.44833	4.515869	11.633789	-0.094414	-0.686035	0.224312	1.607117	0.000000	0.000000	0.000000	
540	0.44917	4.913330	10.597656	-0.450348	-0.970886	0.068867	1.704102	0.000000	0.000000	0.000000	
541	0.45000	4.550781	10.424316	0.261108	-1.010925	-0.015882	1.560364	0.000000	0.000000	0.000000	
542	0.45083	4.823486	10.508789	1.676636	-0.922363	0.029147	1.685242	0.000000	0.000000	0.000000	
543	0.45167	4.376709	10.871582	0.613068	-0.846924	0.156189	1.631897	0.000000	0.000000	0.000000	
544	0.45250	3.836182	10.878906	0.969727	-1.075684	0.100822	1.577942	0.000000	0.000000	0.000000	
545	0.45333	4.280762	10.518066	-0.801331	-0.924774	0.117584	1.650391	0.000000	0.000000	0.000000	
546	0.45417	5.092773	10.596191	-1.514099	-0.879639	0.218582	1.614807	0.000000	0.000000	0.000000	
547	0.45500	5.005859	10.684082	1.320251	-0.882996	0.142967	1.649597	0.000000	0.000000	0.000000	
548	0.45583	4.376709	10.871582	0.613068	-0.801605	0.120472	1.721558	0.000000	0.000000	0.000000	
549	0.45667	4.646729	10.867676	0.257584	-0.845917	0.094646	1.578247	0.000000	0.000000	0.000000	
550	0.45750	4.824219	10.687988	-0.450592	-0.838593	0.137054	1.668213	0.000000	0.000000	0.000000	
551	0.45833	4.463379	10.693359	-0.803375	-0.885376	0.231293	1.596680	0.000000	0.000000	0.000000	
552	0.45917	4.552979	10.513184	1.323425	-0.878143	-0.051916	1.595764	0.000000	0.000000	0.000000	
553	0.46000	4.917725	10.863281	0.965057	-0.890076	0.175591	1.595947	0.000000	0.000000	0.000000	
554	0.46083	4.733643	10.600098	0.259079	-0.835571	0.204956	1.685791	0.000000	0.000000	0.000000	
555	0.46167	4.916016	10.775391	0.257034	-0.977509	0.390076	1.632080	0.000000	0.000000	0.000000	
