NO_OF_SAMPLES	23292
FREQUENCY	1200
TIME_STAMP	2024-02-21, 11:05:44.077	92468.31079140
FIRST_SAMPLE	709
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11051M
FORCE_PLATE_CORNER_POSX_POSY_X	345.292211
FORCE_PLATE_CORNER_POSX_POSY_Y	2049.128056
FORCE_PLATE_CORNER_POSX_POSY_Z	-1.250600
FORCE_PLATE_CORNER_NEGX_POSY_X	741.362512
FORCE_PLATE_CORNER_NEGX_POSY_Y	2051.770926
FORCE_PLATE_CORNER_NEGX_POSY_Z	-0.121500
FORCE_PLATE_CORNER_NEGX_NEGY_X	745.330393
FORCE_PLATE_CORNER_NEGX_NEGY_Y	1457.235217
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-0.422700
FORCE_PLATE_CORNER_POSX_NEGY_X	349.260181
FORCE_PLATE_CORNER_POSX_NEGY_Y	1454.592466
FORCE_PLATE_CORNER_POSX_NEGY_Z	-1.551900
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
751	0.62500	1.208984	0.312683	636.562500	-18.531250	5.256836	-0.116783	-8.258162	-29.111438	0.000000	
752	0.62583	1.656067	0.491364	637.281250	-18.492188	5.273193	-0.079746	-8.274515	-29.017310	0.000000	
753	0.62667	1.389954	0.761536	638.750000	-18.323242	5.406250	-0.191498	-8.463796	-28.686093	0.000000	
754	0.62750	1.567078	0.490829	638.000000	-18.713867	5.270508	-0.154243	-8.260984	-29.332080	0.000000	
755	0.62833	1.388855	0.490555	638.750000	-18.625977	5.370850	-0.117184	-8.408375	-29.160042	0.000000	
756	0.62917	1.387451	-0.053358	640.562500	-18.561523	5.265625	-0.061754	-8.220314	-28.976912	0.000000	
757	0.63000	0.943542	0.672028	639.093750	-18.497070	5.496826	-0.172989	-8.600970	-28.942656	0.000000	
758	0.63083	1.478699	0.488373	640.562500	-18.711914	5.552246	-0.157349	-8.667766	-29.211691	0.000000	
759	0.63167	1.746887	0.577576	640.937500	-18.671875	5.455322	-0.117577	-8.511473	-29.132131	0.000000	
760	0.63250	1.567505	0.398193	640.187500	-18.664062	5.413330	-0.210381	-8.455851	-29.154056	0.000000	
761	0.63333	1.836426	0.576569	641.625000	-18.582031	5.388428	-0.024773	-8.398095	-28.960890	0.000000	
762	0.63417	1.386963	-0.417374	643.093750	-18.726562	5.302490	-0.043629	-8.245283	-29.119491	0.000000	
763	0.63500	1.657898	0.394470	643.437500	-18.531250	5.276611	-0.099461	-8.200659	-28.800389	0.000000	
764	0.63583	1.924561	0.122761	643.437500	-18.609375	5.427734	-0.136620	-8.435527	-28.921807	0.000000	
765	0.63667	1.389526	0.214539	643.437500	-18.614258	5.479980	-0.099445	-8.516725	-28.929395	0.000000	
766	0.63750	1.477478	-0.147408	643.781250	-18.779297	5.376953	-0.155281	-8.352143	-29.170307	0.000000	
767	0.63833	1.299011	-0.146912	643.781250	-18.824219	5.370605	-0.155289	-8.342283	-29.240085	0.000000	
768	0.63917	1.477356	-0.147018	643.437500	-18.779297	5.660645	-0.157883	-8.797505	-29.185891	0.000000	
769	0.64000	1.299805	0.033352	644.125000	-18.785156	5.370850	-0.173935	-8.338210	-29.163837	0.000000	
770	0.64083	1.123108	0.393997	645.250000	-18.887695	5.471436	-0.192734	-8.479559	-29.271903	0.000000	
771	0.64167	1.299988	-0.058521	645.593750	-18.827148	5.442871	-0.211372	-8.430799	-29.162532	0.000000	
772	0.64250	0.942566	-0.147491	645.250000	-18.690430	5.500732	-0.136948	-8.524963	-28.966183	0.000000	
773	0.64333	0.942230	-0.237823	645.250000	-18.911133	5.465088	-0.174141	-8.469722	-29.308226	0.000000	
774	0.64417	0.766907	0.484131	646.343750	-18.666992	5.388672	-0.137169	-8.337161	-28.880905	0.000000	
775	0.64500	1.301270	0.120205	647.406250	-18.699219	5.550293	-0.100174	-8.573122	-28.883284	0.000000	
776	0.64583	1.212036	0.303421	645.250000	-18.884766	5.545654	-0.155540	-8.594582	-29.267362	0.000000	
777	0.64667	0.677734	0.392899	647.406250	-18.797852	5.705566	-0.140030	-8.812962	-29.035635	0.000000	
778	0.64750	0.945496	0.483261	646.656250	-19.113281	5.643555	-0.102745	-8.727287	-29.557097	0.000000	
779	0.64833	0.677979	0.392105	648.125000	-18.796875	5.741211	-0.121582	-8.858185	-29.001929	0.000000	
780	0.64917	0.856995	0.572662	647.781250	-18.849609	5.463623	-0.137421	-8.434364	-29.098726	0.000000	
781	0.65000	0.855438	0.120644	648.125000	-18.875977	5.853760	-0.084415	-9.031838	-29.123975	0.000000	
782	0.65083	0.856079	0.392792	647.031250	-18.842773	5.818115	-0.177124	-8.992016	-29.121891	0.000000	
783	0.65167	0.767303	0.482956	647.406250	-18.756836	5.531250	-0.230270	-8.543708	-28.972281	0.000000	
784	0.65250	0.322632	0.845123	647.781250	-18.858398	5.657471	-0.177269	-8.733613	-29.112294	0.000000	
785	0.65333	0.233269	0.845734	647.406250	-18.769531	5.583008	-0.174515	-8.623654	-28.991891	0.000000	
786	0.65417	0.768799	0.843872	647.781250	-18.902344	5.886230	-0.102924	-9.086756	-29.180134	0.000000	
787	0.65500	0.233101	0.937622	645.968750	-18.817383	5.795166	-0.158340	-8.971279	-29.130485	0.000000	
788	0.65583	-0.124233	0.665649	647.781250	-18.763672	5.783691	-0.140091	-8.928464	-28.966062	0.000000	
789	0.65667	-0.301529	0.936737	648.125000	-18.862305	5.918945	-0.288803	-9.132413	-29.102881	0.000000	
790	0.65750	0.055916	1.208313	646.656250	-18.960938	5.824463	-0.232811	-9.007046	-29.321510	0.000000	
791	0.65833	-0.480820	0.756927	647.781250	-18.946289	5.841797	-0.140091	-9.018163	-29.247974	0.000000	
